prop_min,prop_ally,beta,prop_ally_top_k,prop_min_top_k,iter
0.151,0.155,0.5,0.163,0.137,3
0.151,0.155,0.55,0.16090909090909092,0.13454545454545455,3
0.151,0.155,0.6,0.15,0.12416666666666666,3
0.151,0.155,0.65,0.13846153846153847,0.11461538461538462,3
0.151,0.155,0.7,0.12857142857142856,0.10642857142857143,3
0.151,0.155,0.75,0.12,0.09933333333333333,3
0.151,0.155,0.8,0.1125,0.093125,3
0.151,0.155,0.85,0.10588235294117647,0.08764705882352941,3
0.151,0.155,0.9,0.1461111111111111,0.08277777777777778,3
0.151,0.155,0.95,0.16263157894736843,0.10684210526315789,3
0.151,0.155,1.0,0.1545,0.1515,3
0.336,0.077,0.05,0.04,0.27,2
0.336,0.077,0.1,0.035,0.28,2
0.336,0.077,0.15,0.05,0.2866666666666667,2
0.336,0.077,0.2,0.055,0.3125,2
0.336,0.077,0.25,0.056,0.324,2
0.336,0.077,0.3,0.06,0.33166666666666667,2
0.336,0.077,0.35,0.06285714285714286,0.3357142857142857,2
0.336,0.077,0.4,0.06125,0.32625,2
0.336,0.077,0.45,0.06333333333333334,0.3277777777777778,2
0.336,0.077,0.5,0.069,0.319,2
0.336,0.077,0.55,0.06909090909090909,0.3290909090909091,2
0.336,0.077,0.6,0.065,0.31083333333333335,2
0.336,0.077,0.65,0.06,0.28692307692307695,2
0.336,0.077,0.7,0.055714285714285716,0.2664285714285714,2
0.336,0.077,0.75,0.052,0.24866666666666667,2
0.336,0.077,0.8,0.04875,0.233125,2
0.336,0.077,0.85,0.09,0.21941176470588236,2
0.336,0.077,0.9,0.08611111111111111,0.26166666666666666,2
0.336,0.077,0.95,0.08157894736842106,0.3005263157894737,2
0.336,0.077,1.0,0.0775,0.3355,2
0.033,0.464,0.05,0.41,0.11,8
0.033,0.464,0.1,0.415,0.085,8
0.033,0.464,0.15,0.43666666666666665,0.07666666666666666,8
0.033,0.464,0.2,0.4325,0.0675,8
0.033,0.464,0.25,0.454,0.06,8
0.033,0.464,0.3,0.44,0.05333333333333334,8
0.033,0.464,0.35,0.44285714285714284,0.05285714285714286,8
0.033,0.464,0.4,0.4425,0.05125,8
0.033,0.464,0.45,0.44333333333333336,0.04666666666666667,8
0.033,0.464,0.5,0.434,0.047,8
0.033,0.464,0.55,0.42454545454545456,0.04363636363636364,8
0.033,0.464,0.6,0.38916666666666666,0.04,8
0.033,0.464,0.65,0.35923076923076924,0.036923076923076927,8
0.033,0.464,0.7,0.3335714285714286,0.03428571428571429,8
0.033,0.464,0.75,0.31133333333333335,0.032,8
0.033,0.464,0.8,0.341875,0.03,8
0.033,0.464,0.85,0.38058823529411767,0.02823529411764706,8
0.033,0.464,0.9,0.415,0.02666666666666667,8
0.033,0.464,0.95,0.4457894736842105,0.02526315789473684,8
0.033,0.464,1.0,0.464,0.0335,8
0.058,0.309,0.05,0.29,0.14,6
0.058,0.309,0.1,0.315,0.13,6
0.058,0.309,0.15,0.32,0.11666666666666667,6
0.058,0.309,0.2,0.3075,0.1025,6
0.058,0.309,0.25,0.298,0.098,6
0.058,0.309,0.3,0.2966666666666667,0.095,6
0.058,0.309,0.35,0.29,0.08142857142857143,6
0.058,0.309,0.4,0.30125,0.07375,6
0.058,0.309,0.45,0.3,0.07,6
0.058,0.309,0.5,0.308,0.069,6
0.058,0.309,0.55,0.30727272727272725,0.06818181818181818,6
0.058,0.309,0.6,0.2833333333333333,0.06333333333333334,6
0.058,0.309,0.65,0.26153846153846155,0.05846153846153846,6
0.058,0.309,0.7,0.24285714285714285,0.054285714285714284,6
0.058,0.309,0.75,0.22666666666666666,0.050666666666666665,6
0.058,0.309,0.8,0.2125,0.0475,6
0.058,0.309,0.85,0.21058823529411766,0.04470588235294118,6
0.058,0.309,0.9,0.2544444444444444,0.042222222222222223,6
0.058,0.309,0.95,0.29368421052631577,0.04,6
0.058,0.309,1.0,0.3095,0.0575,6
0.249,0.206,0.05,0.19,0.42,9
0.249,0.206,0.1,0.22,0.305,9
0.249,0.206,0.15,0.22666666666666666,0.2866666666666667,9
0.249,0.206,0.2,0.22,0.29,9
0.249,0.206,0.25,0.2,0.28,9
0.249,0.206,0.3,0.19833333333333333,0.2783333333333333,9
0.249,0.206,0.35,0.2042857142857143,0.27285714285714285,9
0.249,0.206,0.4,0.19875,0.2725,9
0.249,0.206,0.45,0.1922222222222222,0.2733333333333333,9
0.249,0.206,0.5,0.2,0.268,9
0.249,0.206,0.55,0.20454545454545456,0.2672727272727273,9
0.249,0.206,0.6,0.19333333333333333,0.25083333333333335,9
0.249,0.206,0.65,0.17846153846153845,0.23153846153846153,9
0.249,0.206,0.7,0.1657142857142857,0.215,9
0.249,0.206,0.75,0.15466666666666667,0.20066666666666666,9
0.249,0.206,0.8,0.145,0.188125,9
0.249,0.206,0.85,0.18176470588235294,0.17705882352941177,9
0.249,0.206,0.9,0.22722222222222221,0.16722222222222222,9
0.249,0.206,0.95,0.21736842105263157,0.20894736842105263,9
0.249,0.206,1.0,0.2065,0.2485,9
0.097,0.387,0.05,0.33,0.22,9
0.097,0.387,0.1,0.32,0.175,9
0.097,0.387,0.15,0.3233333333333333,0.15333333333333332,9
0.097,0.387,0.2,0.3375,0.1425,9
0.097,0.387,0.25,0.344,0.136,9
0.097,0.387,0.3,0.36666666666666664,0.12,9
0.097,0.387,0.35,0.3657142857142857,0.12285714285714286,9
0.097,0.387,0.4,0.37125,0.11875,9
0.097,0.387,0.45,0.3711111111111111,0.11444444444444445,9
0.097,0.387,0.5,0.371,0.116,9
0.097,0.387,0.55,0.3509090909090909,0.10727272727272727,9
0.097,0.387,0.6,0.32166666666666666,0.09833333333333333,9
0.097,0.387,0.65,0.2969230769230769,0.09076923076923077,9
0.097,0.387,0.7,0.2757142857142857,0.08428571428571428,9
0.097,0.387,0.75,0.25733333333333336,0.07866666666666666,9
0.097,0.387,0.8,0.280625,0.07375,9
0.097,0.387,0.85,0.32294117647058823,0.06941176470588235,9
0.097,0.387,0.9,0.3605555555555556,0.06555555555555556,9
0.097,0.387,0.95,0.39421052631578946,0.06210526315789474,9
0.097,0.387,1.0,0.387,0.0965,9
0.371,0.000,0.05,0.0,0.28,4
0.371,0.000,0.1,0.0,0.275,4
0.371,0.000,0.15,0.0,0.29333333333333333,4
0.371,0.000,0.2,0.0,0.3125,4
0.371,0.000,0.25,0.0,0.314,4
0.371,0.000,0.3,0.0,0.325,4
0.371,0.000,0.35,0.0,0.3271428571428571,4
0.371,0.000,0.4,0.0,0.335,4
0.371,0.000,0.45,0.0,0.35333333333333333,4
0.371,0.000,0.5,0.0,0.363,4
0.371,0.000,0.55,0.0,0.3618181818181818,4
0.371,0.000,0.6,0.0,0.33166666666666667,4
0.371,0.000,0.65,0.0,0.30615384615384617,4
0.371,0.000,0.7,0.0,0.2842857142857143,4
0.371,0.000,0.75,0.0,0.2653333333333333,4
0.371,0.000,0.8,0.0,0.24875,4
0.371,0.000,0.85,0.0,0.26,4
0.371,0.000,0.9,0.0,0.3011111111111111,4
0.371,0.000,0.95,0.0,0.33789473684210525,4
0.371,0.000,1.0,0.0,0.371,4
0.026,0.387,0.05,0.37,0.07,7
0.026,0.387,0.1,0.375,0.06,7
0.026,0.387,0.15,0.38666666666666666,0.056666666666666664,7
0.026,0.387,0.2,0.405,0.0525,7
0.026,0.387,0.25,0.392,0.046,7
0.026,0.387,0.3,0.3933333333333333,0.04,7
0.026,0.387,0.35,0.40285714285714286,0.03571428571428571,7
0.026,0.387,0.4,0.40125,0.035,7
0.026,0.387,0.45,0.4011111111111111,0.03222222222222222,7
0.026,0.387,0.5,0.401,0.03,7
0.026,0.387,0.55,0.39454545454545453,0.02909090909090909,7
0.026,0.387,0.6,0.3616666666666667,0.02666666666666667,7
0.026,0.387,0.65,0.33384615384615385,0.024615384615384615,7
0.026,0.387,0.7,0.31,0.022857142857142857,7
0.026,0.387,0.75,0.28933333333333333,0.021333333333333333,7
0.026,0.387,0.8,0.27125,0.02,7
0.026,0.387,0.85,0.29058823529411765,0.018823529411764704,7
0.026,0.387,0.9,0.33,0.017777777777777778,7
0.026,0.387,0.95,0.36526315789473685,0.016842105263157894,7
0.026,0.387,1.0,0.387,0.026,7
0.043,0.284,0.05,0.29,0.09,1
0.043,0.284,0.1,0.245,0.055,1
0.043,0.284,0.15,0.26666666666666666,0.05333333333333334,1
0.043,0.284,0.2,0.27,0.0625,1
0.043,0.284,0.25,0.268,0.052,1
0.043,0.284,0.3,0.27666666666666667,0.055,1
0.043,0.284,0.35,0.2857142857142857,0.054285714285714284,1
0.043,0.284,0.4,0.29,0.05,1
0.043,0.284,0.45,0.29333333333333333,0.04666666666666667,1
0.043,0.284,0.5,0.287,0.045,1
0.043,0.284,0.55,0.28909090909090907,0.042727272727272725,1
0.043,0.284,0.6,0.26666666666666666,0.04,1
0.043,0.284,0.65,0.24615384615384617,0.036923076923076927,1
0.043,0.284,0.7,0.22857142857142856,0.03428571428571429,1
0.043,0.284,0.75,0.21333333333333335,0.032,1
0.043,0.284,0.8,0.2,0.03,1
0.043,0.284,0.85,0.18823529411764706,0.02823529411764706,1
0.043,0.284,0.9,0.225,0.02666666666666667,1
0.043,0.284,0.95,0.2657894736842105,0.02526315789473684,1
0.043,0.284,1.0,0.2835,0.043,1
0.015,0.438,0.05,0.39,0.05,4
0.015,0.438,0.1,0.425,0.035,4
0.015,0.438,0.15,0.42333333333333334,0.02666666666666667,4
0.015,0.438,0.2,0.4125,0.0275,4
0.015,0.438,0.25,0.424,0.022,4
0.015,0.438,0.3,0.4266666666666667,0.021666666666666667,4
0.015,0.438,0.35,0.42857142857142855,0.02142857142857143,4
0.015,0.438,0.4,0.43,0.01875,4
0.015,0.438,0.45,0.43,0.02,4
0.015,0.438,0.5,0.43,0.02,4
0.015,0.438,0.55,0.4172727272727273,0.02,4
0.015,0.438,0.6,0.3825,0.018333333333333333,4
0.015,0.438,0.65,0.35307692307692307,0.016923076923076923,4
0.015,0.438,0.7,0.32785714285714285,0.015714285714285715,4
0.015,0.438,0.75,0.306,0.014666666666666666,4
0.015,0.438,0.8,0.30375,0.01375,4
0.015,0.438,0.85,0.3447058823529412,0.012941176470588235,4
0.015,0.438,0.9,0.3811111111111111,0.012222222222222223,4
0.015,0.438,0.95,0.41368421052631577,0.011578947368421053,4
0.015,0.438,1.0,0.4385,0.0155,4
0.295,0.129,0.05,0.13,0.47,6
0.295,0.129,0.1,0.135,0.38,6
0.295,0.129,0.15,0.13,0.37666666666666665,6
0.295,0.129,0.2,0.1375,0.3525,6
0.295,0.129,0.25,0.13,0.334,6
0.295,0.129,0.3,0.13166666666666665,0.31166666666666665,6
0.295,0.129,0.35,0.12428571428571429,0.31857142857142856,6
0.295,0.129,0.4,0.125,0.3025,6
0.295,0.129,0.45,0.12555555555555556,0.3055555555555556,6
0.295,0.129,0.5,0.124,0.303,6
0.295,0.129,0.55,0.12454545454545454,0.3009090909090909,6
0.295,0.129,0.6,0.11666666666666667,0.2816666666666667,6
0.295,0.129,0.65,0.1076923076923077,0.26,6
0.295,0.129,0.7,0.1,0.24142857142857144,6
0.295,0.129,0.75,0.09333333333333334,0.22533333333333333,6
0.295,0.129,0.8,0.0875,0.21125,6
0.295,0.129,0.85,0.12352941176470589,0.1988235294117647,6
0.295,0.129,0.9,0.14333333333333334,0.21666666666666667,6
0.295,0.129,0.95,0.13578947368421052,0.2578947368421053,6
0.295,0.129,1.0,0.129,0.295,6
0.040,0.206,0.05,0.26,0.05,9
0.040,0.206,0.1,0.19,0.05,9
0.040,0.206,0.15,0.19333333333333333,0.043333333333333335,9
0.040,0.206,0.2,0.1925,0.05,9
0.040,0.206,0.25,0.196,0.048,9
0.040,0.206,0.3,0.2,0.04666666666666667,9
0.040,0.206,0.35,0.18571428571428572,0.05,9
0.040,0.206,0.4,0.19,0.04625,9
0.040,0.206,0.45,0.1988888888888889,0.04555555555555556,9
0.040,0.206,0.5,0.206,0.044,9
0.040,0.206,0.55,0.20545454545454545,0.042727272727272725,9
0.040,0.206,0.6,0.18833333333333332,0.03916666666666667,9
0.040,0.206,0.65,0.17384615384615384,0.036153846153846154,9
0.040,0.206,0.7,0.16142857142857142,0.03357142857142857,9
0.040,0.206,0.75,0.15066666666666667,0.03133333333333333,9
0.040,0.206,0.8,0.14125,0.029375,9
0.040,0.206,0.85,0.13294117647058823,0.027647058823529413,9
0.040,0.206,0.9,0.1361111111111111,0.026111111111111113,9
0.040,0.206,0.95,0.18157894736842106,0.024736842105263158,9
0.040,0.206,1.0,0.2065,0.0395,9
0.165,0.335,0.05,0.27,0.31,7
0.165,0.335,0.1,0.28,0.285,7
0.165,0.335,0.15,0.26666666666666666,0.27666666666666667,7
0.165,0.335,0.2,0.2975,0.2425,7
0.165,0.335,0.25,0.304,0.224,7
0.165,0.335,0.3,0.31166666666666665,0.22,7
0.165,0.335,0.35,0.3171428571428571,0.21285714285714286,7
0.165,0.335,0.4,0.3225,0.21125,7
0.165,0.335,0.45,0.3188888888888889,0.20555555555555555,7
0.165,0.335,0.5,0.317,0.197,7
0.165,0.335,0.55,0.3281818181818182,0.19090909090909092,7
0.165,0.335,0.6,0.30083333333333334,0.175,7
0.165,0.335,0.65,0.2776923076923077,0.16153846153846155,7
0.165,0.335,0.7,0.25785714285714284,0.15,7
0.165,0.335,0.75,0.24066666666666667,0.14,7
0.165,0.335,0.8,0.24375,0.13125,7
0.165,0.335,0.85,0.28823529411764703,0.12352941176470589,7
0.165,0.335,0.9,0.3277777777777778,0.11666666666666667,7
0.165,0.335,0.95,0.3531578947368421,0.12052631578947369,7
0.165,0.335,1.0,0.3355,0.1645,7
0.125,0.361,0.05,0.27,0.29,0
0.125,0.361,0.1,0.295,0.235,0
0.125,0.361,0.15,0.3333333333333333,0.20333333333333334,0
0.125,0.361,0.2,0.32,0.19,0
0.125,0.361,0.25,0.322,0.182,0
0.125,0.361,0.3,0.32666666666666666,0.17166666666666666,0
0.125,0.361,0.35,0.3342857142857143,0.16428571428571428,0
0.125,0.361,0.4,0.33375,0.155,0
0.125,0.361,0.45,0.34555555555555556,0.15333333333333332,0
0.125,0.361,0.5,0.35,0.146,0
0.125,0.361,0.55,0.34363636363636363,0.13727272727272727,0
0.125,0.361,0.6,0.315,0.12583333333333332,0
0.125,0.361,0.65,0.2907692307692308,0.11615384615384615,0
0.125,0.361,0.7,0.27,0.10785714285714286,0
0.125,0.361,0.75,0.252,0.10066666666666667,0
0.125,0.361,0.8,0.26375,0.094375,0
0.125,0.361,0.85,0.3070588235294118,0.0888235294117647,0
0.125,0.361,0.9,0.34555555555555556,0.08388888888888889,0
0.125,0.361,0.95,0.38,0.07947368421052632,0
0.125,0.361,1.0,0.361,0.1255,0
0.314,0.129,0.05,0.11,0.45,6
0.314,0.129,0.1,0.14,0.38,6
0.314,0.129,0.15,0.13,0.37666666666666665,6
0.314,0.129,0.2,0.125,0.3775,6
0.314,0.129,0.25,0.126,0.34,6
0.314,0.129,0.3,0.115,0.3333333333333333,6
0.314,0.129,0.35,0.11285714285714285,0.3414285714285714,6
0.314,0.129,0.4,0.12375,0.33,6
0.314,0.129,0.45,0.12,0.3333333333333333,6
0.314,0.129,0.5,0.122,0.331,6
0.314,0.129,0.55,0.11545454545454545,0.3281818181818182,6
0.314,0.129,0.6,0.10916666666666666,0.30583333333333335,6
0.314,0.129,0.65,0.10076923076923076,0.2823076923076923,6
0.314,0.129,0.7,0.09357142857142857,0.2621428571428571,6
0.314,0.129,0.75,0.08733333333333333,0.24466666666666667,6
0.314,0.129,0.8,0.081875,0.229375,6
0.314,0.129,0.85,0.1288235294117647,0.21588235294117647,6
0.314,0.129,0.9,0.14333333333333334,0.23777777777777778,6
0.314,0.129,0.95,0.13578947368421052,0.27789473684210525,6
0.314,0.129,1.0,0.129,0.314,6
0.239,0.155,0.05,0.16,0.28,0
0.239,0.155,0.1,0.14,0.265,0
0.239,0.155,0.15,0.14,0.26,0
0.239,0.155,0.2,0.1575,0.2675,0
0.239,0.155,0.25,0.148,0.256,0
0.239,0.155,0.3,0.14666666666666667,0.25666666666666665,0
0.239,0.155,0.35,0.14285714285714285,0.25142857142857145,0
0.239,0.155,0.4,0.1425,0.245,0
0.239,0.155,0.45,0.15444444444444444,0.23444444444444446,0
0.239,0.155,0.5,0.156,0.236,0
0.239,0.155,0.55,0.15818181818181817,0.23272727272727273,0
0.239,0.155,0.6,0.145,0.21666666666666667,0
0.239,0.155,0.65,0.13384615384615384,0.2,0
0.239,0.155,0.7,0.12428571428571429,0.18571428571428572,0
0.239,0.155,0.75,0.116,0.17333333333333334,0
0.239,0.155,0.8,0.10875,0.1625,0
0.239,0.155,0.85,0.13411764705882354,0.15294117647058825,0
0.239,0.155,0.9,0.17166666666666666,0.155,0
0.239,0.155,0.95,0.16263157894736843,0.1994736842105263,0
0.239,0.155,1.0,0.1545,0.2395,0
0.043,0.387,0.05,0.41,0.09,4
0.043,0.387,0.1,0.37,0.08,4
0.043,0.387,0.15,0.37,0.09,4
0.043,0.387,0.2,0.375,0.09,4
0.043,0.387,0.25,0.404,0.078,4
0.043,0.387,0.3,0.395,0.07,4
0.043,0.387,0.35,0.39,0.06428571428571428,4
0.043,0.387,0.4,0.3825,0.06,4
0.043,0.387,0.45,0.38222222222222224,0.056666666666666664,4
0.043,0.387,0.5,0.376,0.055,4
0.043,0.387,0.55,0.37363636363636366,0.053636363636363635,4
0.043,0.387,0.6,0.3441666666666667,0.049166666666666664,4
0.043,0.387,0.65,0.3176923076923077,0.045384615384615384,4
0.043,0.387,0.7,0.295,0.04214285714285714,4
0.043,0.387,0.75,0.2753333333333333,0.03933333333333333,4
0.043,0.387,0.8,0.258125,0.036875,4
0.043,0.387,0.85,0.29411764705882354,0.03470588235294118,4
0.043,0.387,0.9,0.3333333333333333,0.03277777777777778,4
0.043,0.387,0.95,0.3684210526315789,0.03105263157894737,4
0.043,0.387,1.0,0.387,0.0425,4
0.022,0.464,0.05,0.43,0.08,8
0.022,0.464,0.1,0.405,0.065,8
0.022,0.464,0.15,0.45,0.043333333333333335,8
0.022,0.464,0.2,0.45,0.0375,8
0.022,0.464,0.25,0.464,0.032,8
0.022,0.464,0.3,0.4633333333333333,0.035,8
0.022,0.464,0.35,0.45571428571428574,0.03142857142857143,8
0.022,0.464,0.4,0.465,0.02875,8
0.022,0.464,0.45,0.46444444444444444,0.028888888888888888,8
0.022,0.464,0.5,0.463,0.028,8
0.022,0.464,0.55,0.4627272727272727,0.025454545454545455,8
0.022,0.464,0.6,0.4241666666666667,0.023333333333333334,8
0.022,0.464,0.65,0.39153846153846156,0.021538461538461538,8
0.022,0.464,0.7,0.36357142857142855,0.02,8
0.022,0.464,0.75,0.3393333333333333,0.018666666666666668,8
0.022,0.464,0.8,0.340625,0.0175,8
0.022,0.464,0.85,0.37941176470588234,0.01647058823529412,8
0.022,0.464,0.9,0.41388888888888886,0.015555555555555555,8
0.022,0.464,0.95,0.44473684210526315,0.014736842105263158,8
0.022,0.464,1.0,0.464,0.0225,8
0.204,0.155,0.05,0.14,0.22,9
0.204,0.155,0.1,0.15,0.195,9
0.204,0.155,0.15,0.15,0.19333333333333333,9
0.204,0.155,0.2,0.145,0.21,9
0.204,0.155,0.25,0.134,0.222,9
0.204,0.155,0.3,0.14166666666666666,0.20166666666666666,9
0.204,0.155,0.35,0.14857142857142858,0.2,9
0.204,0.155,0.4,0.14625,0.2,9
0.204,0.155,0.45,0.15333333333333332,0.19555555555555557,9
0.204,0.155,0.5,0.157,0.203,9
0.204,0.155,0.55,0.1572727272727273,0.20727272727272728,9
0.204,0.155,0.6,0.14666666666666667,0.1925,9
0.204,0.155,0.65,0.13538461538461538,0.1776923076923077,9
0.204,0.155,0.7,0.12571428571428572,0.165,9
0.204,0.155,0.75,0.11733333333333333,0.154,9
0.204,0.155,0.8,0.11,0.144375,9
0.204,0.155,0.85,0.11,0.13588235294117648,9
0.204,0.155,0.9,0.15944444444444444,0.12833333333333333,9
0.204,0.155,0.95,0.16263157894736843,0.16263157894736843,9
0.204,0.155,1.0,0.1545,0.2045,9
0.067,0.309,0.05,0.22,0.16,2
0.067,0.309,0.1,0.28,0.1,2
0.067,0.309,0.15,0.28,0.10333333333333333,2
0.067,0.309,0.2,0.265,0.1,2
0.067,0.309,0.25,0.278,0.09,2
0.067,0.309,0.3,0.275,0.08333333333333333,2
0.067,0.309,0.35,0.2714285714285714,0.08714285714285715,2
0.067,0.309,0.4,0.28125,0.07875,2
0.067,0.309,0.45,0.28555555555555556,0.07333333333333333,2
0.067,0.309,0.5,0.289,0.078,2
0.067,0.309,0.55,0.28454545454545455,0.0809090909090909,2
0.067,0.309,0.6,0.2608333333333333,0.07416666666666667,2
0.067,0.309,0.65,0.24076923076923076,0.06846153846153846,2
0.067,0.309,0.7,0.22357142857142856,0.06357142857142857,2
0.067,0.309,0.75,0.20866666666666667,0.059333333333333335,2
0.067,0.309,0.8,0.195625,0.055625,2
0.067,0.309,0.85,0.21411764705882352,0.05235294117647059,2
0.067,0.309,0.9,0.2577777777777778,0.049444444444444444,2
0.067,0.309,0.95,0.2968421052631579,0.04684210526315789,2
0.067,0.309,1.0,0.3095,0.067,2
0.112,0.361,0.05,0.3,0.24,8
0.112,0.361,0.1,0.31,0.205,8
0.112,0.361,0.15,0.33,0.19,8
0.112,0.361,0.2,0.3475,0.1875,8
0.112,0.361,0.25,0.34,0.176,8
0.112,0.361,0.3,0.3333333333333333,0.165,8
0.112,0.361,0.35,0.34,0.15714285714285714,8
0.112,0.361,0.4,0.345,0.15375,8
0.112,0.361,0.45,0.3388888888888889,0.14,8
0.112,0.361,0.5,0.348,0.129,8
0.112,0.361,0.55,0.33090909090909093,0.12272727272727273,8
0.112,0.361,0.6,0.30333333333333334,0.1125,8
0.112,0.361,0.65,0.28,0.10384615384615385,8
0.112,0.361,0.7,0.26,0.09642857142857143,8
0.112,0.361,0.75,0.24266666666666667,0.09,8
0.112,0.361,0.8,0.256875,0.084375,8
0.112,0.361,0.85,0.30058823529411766,0.07941176470588235,8
0.112,0.361,0.9,0.33944444444444444,0.075,8
0.112,0.361,0.95,0.3742105263157895,0.07105263157894737,8
0.112,0.361,1.0,0.361,0.112,8
0.357,0.077,0.05,0.06,0.42,8
0.357,0.077,0.1,0.085,0.375,8
0.357,0.077,0.15,0.07666666666666666,0.35,8
0.357,0.077,0.2,0.08,0.3575,8
0.357,0.077,0.25,0.072,0.366,8
0.357,0.077,0.3,0.07,0.36666666666666664,8
0.357,0.077,0.35,0.06571428571428571,0.36714285714285716,8
0.357,0.077,0.4,0.0675,0.37125,8
0.357,0.077,0.45,0.07,0.3688888888888889,8
0.357,0.077,0.5,0.075,0.358,8
0.357,0.077,0.55,0.07727272727272727,0.3654545454545455,8
0.357,0.077,0.6,0.07166666666666667,0.33666666666666667,8
0.357,0.077,0.65,0.06615384615384616,0.31076923076923074,8
0.357,0.077,0.7,0.06142857142857143,0.2885714285714286,8
0.357,0.077,0.75,0.05733333333333333,0.2693333333333333,8
0.357,0.077,0.8,0.05375,0.2525,8
0.357,0.077,0.85,0.09117647058823529,0.24411764705882352,8
0.357,0.077,0.9,0.08611111111111111,0.2861111111111111,8
0.357,0.077,0.95,0.08157894736842106,0.3236842105263158,8
0.357,0.077,1.0,0.0775,0.3575,8
0.053,0.284,0.05,0.29,0.07,0
0.053,0.284,0.1,0.3,0.08,0
0.053,0.284,0.15,0.3,0.07,0
0.053,0.284,0.2,0.275,0.0625,0
0.053,0.284,0.25,0.27,0.064,0
0.053,0.284,0.3,0.29,0.058333333333333334,0
0.053,0.284,0.35,0.2885714285714286,0.06142857142857143,0
0.053,0.284,0.4,0.2875,0.06125,0
0.053,0.284,0.45,0.2811111111111111,0.057777777777777775,0
0.053,0.284,0.5,0.274,0.058,0
0.053,0.284,0.55,0.27,0.05454545454545454,0
0.053,0.284,0.6,0.2475,0.05,0
0.053,0.284,0.65,0.22846153846153847,0.046153846153846156,0
0.053,0.284,0.7,0.21214285714285713,0.04285714285714286,0
0.053,0.284,0.75,0.198,0.04,0
0.053,0.284,0.8,0.185625,0.0375,0
0.053,0.284,0.85,0.18470588235294116,0.03529411764705882,0
0.053,0.284,0.9,0.23,0.03333333333333333,0
0.053,0.284,0.95,0.27052631578947367,0.031578947368421054,0
0.053,0.284,1.0,0.2835,0.0535,0
0.357,0.077,0.05,0.09,0.4,5
0.357,0.077,0.1,0.085,0.39,5
0.357,0.077,0.15,0.09,0.37333333333333335,5
0.357,0.077,0.2,0.085,0.3875,5
0.357,0.077,0.25,0.088,0.372,5
0.357,0.077,0.3,0.08166666666666667,0.385,5
0.357,0.077,0.35,0.08571428571428572,0.37142857142857144,5
0.357,0.077,0.4,0.08375,0.37375,5
0.357,0.077,0.45,0.08222222222222222,0.36333333333333334,5
0.357,0.077,0.5,0.081,0.36,5
0.357,0.077,0.55,0.08,0.35454545454545455,5
0.357,0.077,0.6,0.07333333333333333,0.325,5
0.357,0.077,0.65,0.06769230769230769,0.3,5
0.357,0.077,0.7,0.06285714285714286,0.2785714285714286,5
0.357,0.077,0.75,0.058666666666666666,0.26,5
0.357,0.077,0.8,0.055,0.24375,5
0.357,0.077,0.85,0.09117647058823529,0.24411764705882352,5
0.357,0.077,0.9,0.08611111111111111,0.2861111111111111,5
0.357,0.077,0.95,0.08157894736842106,0.3236842105263158,5
0.357,0.077,1.0,0.0775,0.3575,5
0.379,0.077,0.05,0.09,0.48,3
0.379,0.077,0.1,0.11,0.43,3
0.379,0.077,0.15,0.09333333333333334,0.4033333333333333,3
0.379,0.077,0.2,0.0925,0.41,3
0.379,0.077,0.25,0.084,0.424,3
0.379,0.077,0.3,0.09833333333333333,0.41833333333333333,3
0.379,0.077,0.35,0.09428571428571429,0.41714285714285715,3
0.379,0.077,0.4,0.09625,0.4025,3
0.379,0.077,0.45,0.08777777777777777,0.39555555555555555,3
0.379,0.077,0.5,0.088,0.378,3
0.379,0.077,0.55,0.09090909090909091,0.38,3
0.379,0.077,0.6,0.08333333333333333,0.35083333333333333,3
0.379,0.077,0.65,0.07692307692307693,0.32384615384615384,3
0.379,0.077,0.7,0.07142857142857142,0.3007142857142857,3
0.379,0.077,0.75,0.06666666666666667,0.2806666666666667,3
0.379,0.077,0.8,0.0625,0.263125,3
0.379,0.077,0.85,0.09117647058823529,0.26941176470588235,3
0.379,0.077,0.9,0.08611111111111111,0.31,3
0.379,0.077,0.95,0.08157894736842106,0.3463157894736842,3
0.379,0.077,1.0,0.0775,0.379,3
0.292,0.077,0.05,0.09,0.27,4
0.292,0.077,0.1,0.065,0.295,4
0.292,0.077,0.15,0.08,0.27666666666666667,4
0.292,0.077,0.2,0.0925,0.2925,4
0.292,0.077,0.25,0.084,0.294,4
0.292,0.077,0.3,0.09,0.29,4
0.292,0.077,0.35,0.08428571428571428,0.29,4
0.292,0.077,0.4,0.08375,0.28125,4
0.292,0.077,0.45,0.07666666666666666,0.28,4
0.292,0.077,0.5,0.074,0.288,4
0.292,0.077,0.55,0.07818181818181819,0.28,4
0.292,0.077,0.6,0.07166666666666667,0.25833333333333336,4
0.292,0.077,0.65,0.06615384615384616,0.23846153846153847,4
0.292,0.077,0.7,0.06142857142857143,0.22142857142857142,4
0.292,0.077,0.75,0.05733333333333333,0.20666666666666667,4
0.292,0.077,0.8,0.05375,0.19375,4
0.292,0.077,0.85,0.07588235294117647,0.18235294117647058,4
0.292,0.077,0.9,0.08611111111111111,0.21333333333333335,4
0.292,0.077,0.95,0.08157894736842106,0.25473684210526315,4
